idx,question,answer,type,level,gold_idx,gold_titles,answer_aliases
5a8e0a005542995085b373a1,Bordan Tkachuk was the CEO of a company that provides what sort of products?,IT products and services,bridge,hard,"hotpotqa_5a8e0a005542995085b373a1_3,hotpotqa_5a8e0a005542995085b373a1_4","[""Bordan Tkachuk"", ""Viglen""]",[]
5ac1b8ee5542994d76dccedc,"Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green?",Levni Yilmaz,comparison,hard,"hotpotqa_5ac1b8ee5542994d76dccedc_6,hotpotqa_5ac1b8ee5542994d76dccedc_8","[""Lev Yilmaz"", ""Pamela B. Green""]",[]
5adccd795542990d50227d2c,In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based?,Beijing,bridge,hard,"hotpotqa_5adccd795542990d50227d2c_7,hotpotqa_5adccd795542990d50227d2c_1","[""Moroccan Ambassador to China"", ""Rabat""]",[]
5a84c4135542994c784dda31,Are Yingkou and Fuding the same level of city?,no,comparison,hard,"hotpotqa_5a84c4135542994c784dda31_1,hotpotqa_5a84c4135542994c784dda31_2","[""Yingkou"", ""Fuding""]",[]
5a85eed75542996432c5713b,Where did the descendants of the group of black Indians associated with the Seminole people settle?,"Coahuila, Mexico",bridge,hard,"hotpotqa_5a85eed75542996432c5713b_0,hotpotqa_5a85eed75542996432c5713b_9","[""Mascogos"", ""Black Seminoles""]",[]
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,bridge,hard,"hotpotqa_5a774e9c55429972597f14f3_1,hotpotqa_5a774e9c55429972597f14f3_5","[""David Huntsinger"", ""Larnelle Harris""]",[]
5ae738f75542991bbc9761c4,What year was the brother of this first round draft pick by the Washington Redskins drafted?,2003,bridge,hard,"hotpotqa_5ae738f75542991bbc9761c4_5,hotpotqa_5ae738f75542991bbc9761c4_3","[""Boss Bailey"", ""Champ Bailey""]",[]
5ac32b565542995ef918c154,Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located? ,North Avenue at Techwood Drive,bridge,hard,"hotpotqa_5ac32b565542995ef918c154_7,hotpotqa_5ac32b565542995ef918c154_8","[""1964 Georgia Tech Yellow Jackets football team"", ""Bobby Dodd Stadium""]",[]
5abc8d75554299700f9d7900,"Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence?",Leo Varadkar,bridge,hard,"hotpotqa_5abc8d75554299700f9d7900_2,hotpotqa_5abc8d75554299700f9d7900_4","[""Leader of Fine Gael"", ""Leo Varadkar""]",[]
5a8bb29b554299240d9c2089,Which American film actor and dancer starred in the 1945 film Johnny Angel?,George Raft,bridge,hard,"hotpotqa_5a8bb29b554299240d9c2089_1,hotpotqa_5a8bb29b554299240d9c2089_7","[""Johnny Angel"", ""George Raft""]",[]
5ab659e355429954757d324e,hree Men on a Horse is a play by a playwright born in which year ?,1887,bridge,hard,"hotpotqa_5ab659e355429954757d324e_3,hotpotqa_5ab659e355429954757d324e_9","[""Three Men on a Horse"", ""George Abbott""]",[]
5a8b8b3155429949d91db5d7,What type of activity does Owner earnings and Warren Buffett have in common?,business,bridge,hard,"hotpotqa_5a8b8b3155429949d91db5d7_9,hotpotqa_5a8b8b3155429949d91db5d7_3","[""Owner earnings"", ""Warren Buffett""]",[]
5ae7eaf65542994a481bbe1d,When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born? ,7 October 1978,bridge,hard,"hotpotqa_5ae7eaf65542994a481bbe1d_3,hotpotqa_5ae7eaf65542994a481bbe1d_1","[""2000 ICC KnockOut Trophy"", ""Zaheer Khan""]",[]
5a8c4c625542995e66a475a1,"Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named?",B-17 Flying Fortress bomber,bridge,hard,"hotpotqa_5a8c4c625542995e66a475a1_4,hotpotqa_5a8c4c625542995e66a475a1_5","[""514th Flight Test Squadron"", ""Hill Air Force Base""]",[]
5a818387554299260e20a291,"Based on a True Story... is an album by which country music star, with the single My Eyes?",Blake Shelton,bridge,hard,"hotpotqa_5a818387554299260e20a291_2,hotpotqa_5a818387554299260e20a291_1","[""My Eyes (Blake Shelton song)"", ""Based on a True Story...""]",[]
5ab978855542996be2020512,"Over how many centuries were the ""dwelling place of the dead"" built?",three centuries,bridge,hard,"hotpotqa_5ab978855542996be2020512_0,hotpotqa_5ab978855542996be2020512_3","[""Flaming Feather"", ""Montezuma Castle National Monument""]",[]
5ae63dad55429929b0807afe,"When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born? ",7 January 1936,bridge,hard,"hotpotqa_5ae63dad55429929b0807afe_7,hotpotqa_5ae63dad55429929b0807afe_6","[""Here We Go Round the Mulberry Bush (film)"", ""Hunter Davies""]",[]
5a7a455c5542994f819ef1a7,"Who died first, George Archainbaud or Ralph Murphy?",George Archainbaud,comparison,hard,"hotpotqa_5a7a455c5542994f819ef1a7_5,hotpotqa_5a7a455c5542994f819ef1a7_6","[""George Archainbaud"", ""Ralph Murphy""]",[]
5a7dcc775542990b8f503ab5,Which component of shellite has the formula (ON)CHOH?,picric acid,bridge,hard,"hotpotqa_5a7dcc775542990b8f503ab5_2,hotpotqa_5a7dcc775542990b8f503ab5_9","[""Shellite (explosive)"", ""Picric acid""]",[]
5a887bc0554299206df2b2b6,The Argentine PGA Championship record holder has won how many tournaments worldwide?,230,bridge,hard,"hotpotqa_5a887bc0554299206df2b2b6_3,hotpotqa_5a887bc0554299206df2b2b6_9","[""Argentine PGA Championship"", ""Roberto De Vicenzo""]",[]
5a83880e554299123d8c214e,Suicide's 1977 released album features a song based on what brand's comic character?,Marvel,bridge,hard,"hotpotqa_5a83880e554299123d8c214e_8,hotpotqa_5a83880e554299123d8c214e_9","[""Ghost Rider (Suicide song)"", ""Suicide (1977 album)""]",[]
5a879adb5542996e4f30887f,What other political position did the person who introduced the DISCLOSE Act hold?,United States Senator,bridge,hard,"hotpotqa_5a879adb5542996e4f30887f_3,hotpotqa_5a879adb5542996e4f30887f_7","[""DISCLOSE Act"", ""Chris Van Hollen""]",[]
5add11935542994734353827,Were the bands Skin Yard and Ostava from the U.S.?,no,comparison,hard,"hotpotqa_5add11935542994734353827_5,hotpotqa_5add11935542994734353827_2","[""Skin Yard"", ""Ostava""]",[]
5a8c5569554299240d9c2126,Are Daryl Hall and Gerry Marsden both musicians?,yes,comparison,hard,"hotpotqa_5a8c5569554299240d9c2126_5,hotpotqa_5a8c5569554299240d9c2126_9","[""Daryl Hall"", ""Gerry Marsden""]",[]
5a75f0ea5542994ccc91866c,What major truck road is located in Backford Cross?,The A41,bridge,hard,"hotpotqa_5a75f0ea5542994ccc91866c_1,hotpotqa_5a75f0ea5542994ccc91866c_9","[""Backford Cross"", ""A41 road""]",[]
5a89f5815542993b751ca9c5,In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie?,Princess Jessica,bridge,hard,"hotpotqa_5a89f5815542993b751ca9c5_7,hotpotqa_5a89f5815542993b751ca9c5_3","[""Caroline Carver (actress)"", ""The Magical Legend of the Leprechauns""]",[]
5a8d5fc6554299585d9e37c6,"What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate?",The Spiderwick Chronicles,bridge,hard,"hotpotqa_5a8d5fc6554299585d9e37c6_4,hotpotqa_5a8d5fc6554299585d9e37c6_6","[""Sarah Bolger"", ""The Spiderwick Chronicles (film)""]",[]
5ac120c55542992a796dedfc,Maxeda has been owned since 2004 by which American multinational equity firm?,KKR & Co,bridge,hard,"hotpotqa_5ac120c55542992a796dedfc_1,hotpotqa_5ac120c55542992a796dedfc_2","[""Maxeda"", ""Kohlberg Kravis Roberts""]",[]
5ab7c1a955429928e1fe38c8,The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film?,The Bye Bye Man,bridge,hard,"hotpotqa_5ab7c1a955429928e1fe38c8_1,hotpotqa_5ab7c1a955429928e1fe38c8_7","[""The Bye Bye Man"", ""Cressida Bonas""]",[]
5abd01205542992ac4f3819b,Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river?,Richmond,bridge,hard,"hotpotqa_5abd01205542992ac4f3819b_4,hotpotqa_5abd01205542992ac4f3819b_2","[""Mummulgum"", ""Casino, New South Wales""]",[]
5ab69c25554299110f219a39,"Which American audio engineer and clandestine chemist, who was a key figure in the San Francisco Bay Area hippie movement during the 1960s recorded the album ""Old and in the Way?""",Owsley Stanley,bridge,hard,"hotpotqa_5ab69c25554299110f219a39_6,hotpotqa_5ab69c25554299110f219a39_8","[""Old and in the Way (album)"", ""Owsley Stanley""]",[]
5a7b12a355429927d897bf2a,When was the palace founded at which Columba de Dunbar died in 1435?,the late 12th Century,bridge,hard,"hotpotqa_5a7b12a355429927d897bf2a_0,hotpotqa_5a7b12a355429927d897bf2a_8","[""Columba de Dunbar"", ""Spynie Palace""]",[]
5ae0006755429925eb1afbd3,"Where is the Bubblegum Alley, that is similar to Gum Wall, located in California?","San Luis Obispo, California",bridge,hard,"hotpotqa_5ae0006755429925eb1afbd3_9,hotpotqa_5ae0006755429925eb1afbd3_8","[""Gum Wall"", ""San Luis Obispo, California""]",[]
5ae305df5542992decbdcdc3,"At what venue was the January 2, 2012 game featured the University of Louisville team?",Mercedes-Benz Superdome,bridge,hard,"hotpotqa_5ae305df5542992decbdcdc3_7,hotpotqa_5ae305df5542992decbdcdc3_6","[""2012 Louisville Cardinals football team"", ""2013 Sugar Bowl""]",[]
5a8574945542997b5ce3fffb,"Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary?",LaLee's Kin: The Legacy of Cotton,comparison,hard,"hotpotqa_5a8574945542997b5ce3fffb_5,hotpotqa_5a8574945542997b5ce3fffb_7","[""LaLee's Kin: The Legacy of Cotton"", ""Gimme Shelter (1970 film)""]",[]
5a7332935542991f9a20c67d,"Which board game was published most recently, Pirate's Cove or Catan?",Pirate's Cove,comparison,hard,"hotpotqa_5a7332935542991f9a20c67d_3,hotpotqa_5a7332935542991f9a20c67d_7","[""Pirate's Cove"", ""Catan""]",[]
5a80071f5542992bc0c4a684,Alice David is the voice of Lara Croft in a video game developed by which company ?,Crystal Dynamics,bridge,hard,"hotpotqa_5a80071f5542992bc0c4a684_9,hotpotqa_5a80071f5542992bc0c4a684_7","[""Alice David"", ""Tomb Raider (2013 video game)""]",[]
5ae73c065542991e8301cc18,"Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""?","""The Marshall Mathers LP 2""",bridge,hard,"hotpotqa_5ae73c065542991e8301cc18_6,hotpotqa_5ae73c065542991e8301cc18_7","[""The Monster (song)"", ""Numb (Rihanna song)""]",[]
5a87d8215542994775f60800,"This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film? ",Suicide Squad,bridge,hard,"hotpotqa_5a87d8215542994775f60800_5,hotpotqa_5a87d8215542994775f60800_4","[""Harsh Times"", ""David Ayer""]",[]
5ac2ffbd554299677310267b,SuperMansion starred the actress who had a recurring role as whom on Workaholics?,Jillian Belk,bridge,hard,"hotpotqa_5ac2ffbd554299677310267b_1,hotpotqa_5ac2ffbd554299677310267b_6","[""SuperMansion"", ""Jillian Bell""]",[]
5a7c960655429935c91b5244,"The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas?",Texas Tech University,bridge,hard,"hotpotqa_5a7c960655429935c91b5244_3,hotpotqa_5a7c960655429935c91b5244_2","[""1974 Texas Tech Red Raiders football team"", ""Texas Tech University""]",[]
5a7d61775542991319bc93b9,"During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle?",Lord Combermere,bridge,hard,"hotpotqa_5a7d61775542991319bc93b9_7,hotpotqa_5a7d61775542991319bc93b9_5","[""Siege of Bharatpur"", ""Stapleton Cotton, 1st Viscount Combermere""]",[]
5ac1c6805542994ab5c67e11,For what type of work is the production company for The Year Without a Santa Claus best known?,"seasonal television specials, particularly its work in stop motion animation",bridge,hard,"hotpotqa_5ac1c6805542994ab5c67e11_6,hotpotqa_5ac1c6805542994ab5c67e11_3","[""The Year Without a Santa Claus"", ""Rankin/Bass Productions""]",[]
5a7a230e5542996a35c170ee,"What year was the film that starred the composer for ""The Naked Brothers Band""?",2014,bridge,hard,"hotpotqa_5a7a230e5542996a35c170ee_3,hotpotqa_5a7a230e5542996a35c170ee_5","[""The Fault in Our Stars (film)"", ""Nat Wolff""]",[]
5ae4627d5542991a06ce9a4d,The author of Sexual Politics attended which British University?,Oxford,bridge,hard,"hotpotqa_5ae4627d5542991a06ce9a4d_8,hotpotqa_5ae4627d5542991a06ce9a4d_0","[""Sexual Politics"", ""Kate Millett""]",[]
5ac2d1d755429921a00ab053,"Who had the best singles ranking, Roberta Vinci or Jorge Lozano?",Roberta Vinci,comparison,hard,"hotpotqa_5ac2d1d755429921a00ab053_2,hotpotqa_5ac2d1d755429921a00ab053_7","[""Roberta Vinci"", ""Jorge Lozano""]",[]
5ab4e3065542990594ba9cb4,Both Truth in Science and Discovery embrace what campaign?,"""Teach the Controversy"" campaign",bridge,hard,"hotpotqa_5ab4e3065542990594ba9cb4_0,hotpotqa_5ab4e3065542990594ba9cb4_4","[""Truth in Science"", ""Discovery Institute""]",[]
5ac298f9554299657fa28fc9,"Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band?",Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.,comparison,hard,"hotpotqa_5ac298f9554299657fa28fc9_9,hotpotqa_5ac298f9554299657fa28fc9_2","[""Josey Scott"", ""Ian Watkins (Lostprophets)""]",[]
5ab6a2be554299710c8d1f08,The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature?,Nebo Zovyot,bridge,hard,"hotpotqa_5ab6a2be554299710c8d1f08_8,hotpotqa_5ab6a2be554299710c8d1f08_5","[""Queen of Blood"", ""Battle Beyond the Sun""]",[]
5a738d27554299623ed4abf3,"Who was born first, Erika Jayne or Marco Da Silva",Erika Jayne,bridge,hard,"hotpotqa_5a738d27554299623ed4abf3_6,hotpotqa_5a738d27554299623ed4abf3_0","[""Marco Da Silva (dancer)"", ""Erika Jayne""]",[]
5ab2a186554299295394677b,"When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names?",2009,bridge,hard,"hotpotqa_5ab2a186554299295394677b_5,hotpotqa_5ab2a186554299295394677b_4","[""Reading Post"", ""Maiwand Lion""]",[]
5a8704f8554299211dda2ba4,What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2?,Kingdom of the Isles,bridge,hard,"hotpotqa_5a8704f8554299211dda2ba4_1,hotpotqa_5a8704f8554299211dda2ba4_8","[""Aonghus M\u00f3r"", ""Kingdom of the Isles""]",[]
5ab5ed505542997d4ad1f255,"Who is Bruce Spizer an expert on, known as the most influential act of the rock era?",The Beatles,bridge,hard,"hotpotqa_5ab5ed505542997d4ad1f255_8,hotpotqa_5ab5ed505542997d4ad1f255_0","[""Bruce Spizer"", ""The Beatles""]",[]
5a77c1505542997042120b1b,"Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts?","""We'll Burn That Bridge""",bridge,hard,"hotpotqa_5a77c1505542997042120b1b_2,hotpotqa_5a77c1505542997042120b1b_6","[""We'll Burn That Bridge"", ""Chattahoochee (song)""]",[]
5a88d745554299206df2b378,What occupation was shared by David Yates and Pietro Germi?,director,comparison,hard,"hotpotqa_5a88d745554299206df2b378_4,hotpotqa_5a88d745554299206df2b378_7","[""David Yates"", ""Pietro Germi""]",[]
5ae748d1554299572ea547b0,"Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year?",1901,bridge,hard,"hotpotqa_5ae748d1554299572ea547b0_8,hotpotqa_5ae748d1554299572ea547b0_3","[""Wayne Garland"", ""Baltimore Orioles""]",[]
5a7a8a9c554299042af8f666,The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand?,Argand lamp,bridge,hard,"hotpotqa_5a7a8a9c554299042af8f666_7,hotpotqa_5a7a8a9c554299042af8f666_0","[""Lewis lamp"", ""Argand lamp""]",[]
5adffe7155429906c02daa9e,"The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums?",seven,bridge,hard,"hotpotqa_5adffe7155429906c02daa9e_6,hotpotqa_5adffe7155429906c02daa9e_0","[""When Harry Met Sally... (soundtrack)"", ""Harry Connick Jr.""]",[]
5ab642845542995eadeeff8e,Are Broughtonia and Laeliocattleya both orchids?,yes,comparison,hard,"hotpotqa_5ab642845542995eadeeff8e_6,hotpotqa_5ab642845542995eadeeff8e_4","[""Broughtonia"", ""Laeliocattleya""]",[]
5a906a685542990a9849362e,Where was the world cup hosted that Algeria qualified for the first time into the round of 16?,Brazil,bridge,hard,"hotpotqa_5a906a685542990a9849362e_4,hotpotqa_5a906a685542990a9849362e_6","[""Algeria at the FIFA World Cup"", ""2014 FIFA World Cup""]",[]
5a7633ad5542992db9473741,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",The Seven Days Battles,comparison,hard,"hotpotqa_5a7633ad5542992db9473741_7,hotpotqa_5a7633ad5542992db9473741_1","[""Seven Days Battles"", ""Battle of Manila (1945)""]",[]
5a74ce9655429974ef308c6c,"What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom?",Lush Ltd.,bridge,hard,"hotpotqa_5a74ce9655429974ef308c6c_9,hotpotqa_5a74ce9655429974ef308c6c_6","[""ABQ Uptown"", ""Lush (company)""]",[]
5a713a5a5542994082a3e6a9,What football club plays in the area between the old tool gates: Brook Bar and Trafford bar?,Manchester United,bridge,hard,"hotpotqa_5a713a5a5542994082a3e6a9_0,hotpotqa_5a713a5a5542994082a3e6a9_4","[""Manchester United F.C. in European football"", ""Old Trafford, Greater Manchester""]",[]
5ab341f755429969a97a8114,"The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year?",1989,bridge,hard,"hotpotqa_5ab341f755429969a97a8114_6,hotpotqa_5ab341f755429969a97a8114_9","[""Chim Chim Cher-ee"", ""The Great Movie Ride""]",[]
5a8325b35542990548d0b18f,"Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives?",Kathryn Jean Martin,bridge,hard,"hotpotqa_5a8325b35542990548d0b18f_3,hotpotqa_5a8325b35542990548d0b18f_0","[""Kathy Sullivan (Australian politician)"", ""Bronwyn Bishop""]",[]
