idx,question,answer,answer_aliases,answerable,gold_idx,gold_titles,support_para_idxs,hop_count
2hop__123104_77615,When did the military instruction start in the university that Paulo Manalo attended?,1912,[],1,"musique_2hop__123104_77615_0,musique_2hop__123104_77615_7","[""Paolo Manalo"", ""Reserve Officers' Training Corps (Philippines)""]","[0, 7]",2
2hop__701525_342810,What county shares a border with Cedar Springs?,Bell County,[],1,"musique_2hop__701525_342810_5,musique_2hop__701525_342810_6","[""Cedar Springs, Texas"", ""Troy Independent School District""]","[5, 6]",2
2hop__668407_683671,Who is the father of Empress Wang's husband?,Yang Xingmi,[],1,"musique_2hop__668407_683671_3,musique_2hop__668407_683671_18","[""Empress Dowager Wang (Rui)"", ""Empress Wang (Yang Pu)""]","[3, 18]",2
2hop__286093_361551,In which county was James Finch born?,Bay County,"[""Bay County, Florida""]",1,"musique_2hop__286093_361551_2,musique_2hop__286093_361551_19","[""James Finch"", ""Lynn Haven, Florida""]","[2, 19]",2
2hop__124592_402641,Who is the other child of Chian Hsiao-chang's father?,Chiang Hsiao-wu,"[""Alex Chiang""]",1,"musique_2hop__124592_402641_1,musique_2hop__124592_402641_12","[""Chiang Hsiao-wu"", ""Chiang Hsiao-chang""]","[1, 12]",2
2hop__256553_617289,Who is the uncle of Liu Bin?,Liu Yin,[],1,"musique_2hop__256553_617289_7,musique_2hop__256553_617289_13","[""Consort Dowager Zhao"", ""Liu Yin (Southern Han)""]","[7, 13]",2
2hop__124412_402641,Who is the child of Chiang Hsiao-wen's father?,Chiang Hsiao-wu,"[""Alex Chiang""]",1,"musique_2hop__124412_402641_4,musique_2hop__124412_402641_6","[""Chiang Hsiao-wen"", ""Chiang Hsiao-wu""]","[4, 6]",2
2hop__706637_93362,"What is the movie starring Preity Zinta, Madhuri Dixit and the spouse of Kajol?",Yeh Raaste Hain Pyaar Ke,[],1,"musique_2hop__706637_93362_5,musique_2hop__706637_93362_12","[""Anil Devgan"", ""Yeh Raaste Hain Pyaar Ke""]","[5, 12]",2
2hop__780652_93362,What film features Anil Devgan's sibling?,Yeh Raaste Hain Pyaar Ke,[],1,"musique_2hop__780652_93362_8,musique_2hop__780652_93362_9","[""Yeh Raaste Hain Pyaar Ke"", ""Anil Devgan""]","[8, 9]",2
2hop__771727_93362,What preity zinta and madhuri dixit movie had a cast member from U Me Aur Hum ?,Yeh Raaste Hain Pyaar Ke,[],1,"musique_2hop__771727_93362_13,musique_2hop__771727_93362_17","[""Yeh Raaste Hain Pyaar Ke"", ""U Me Aur Hum""]","[13, 17]",2
2hop__499003_853511,What is the record label for the band which performed Pythons?,Kanine Records,[],1,"musique_2hop__499003_853511_5,musique_2hop__499003_853511_17","[""Pythons (album)"", ""Tarot Classics""]","[5, 17]",2
2hop__822965_165304,Who is the child of the actor who is a cast member of Love in Pawn?,Kim Braden,[],1,"musique_2hop__822965_165304_5,musique_2hop__822965_165304_12","[""Love in Pawn"", ""B-And-B""]","[5, 12]",2
2hop__156085_436709,Who is the creator of Mickey Mouse's spouse?,Walt Disney,[],1,"musique_2hop__156085_436709_1,musique_2hop__156085_436709_8","[""Mickey's Revue"", ""Mickey Mouse""]","[1, 8]",2
2hop__31585_61048,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,Robert Oppenheimer,"[""J. Robert Oppenheimer""]",1,"musique_2hop__31585_61048_7,musique_2hop__31585_61048_13","[""Richard Feynman"", ""Manhattan Project""]","[7, 13]",2
2hop__94507_654855,What political party does the person that Adversary in the House is based on a member of?,Socialist Party of America,"[""Democrat"", ""Democratic Party""]",1,"musique_2hop__94507_654855_5,musique_2hop__94507_654855_12","[""Adversary in the House"", ""Eugene V. Debs""]","[5, 12]",2
2hop__82858_654855,What political party was the socialist candidate part of who ran for president in 1912?,Socialist Party of America,"[""Democrat"", ""Democratic Party""]",1,"musique_2hop__82858_654855_1,musique_2hop__82858_654855_15","[""Eugene V. Debs"", ""1912 United States presidential election""]","[1, 15]",2
2hop__62823_654855,"What political party was the candidate who garnered a million votes during the 1920 election despite being in prison, a member of?",Socialist Party of America,"[""Democrat"", ""Democratic Party""]",1,"musique_2hop__62823_654855_12,musique_2hop__62823_654855_19","[""Eugene V. Debs"", ""1920 United States presidential election""]","[12, 19]",2
2hop__827755_156034,What is the river that the Kettle Generating Station is located on a tributary of?,Hudson's Bay,"[""Hudson Bay""]",1,"musique_2hop__827755_156034_9,musique_2hop__827755_156034_10","[""Nelson River"", ""Kettle Generating Station""]","[9, 10]",2
2hop__800166_156034,What is the river where Long Spruce Generating Station is located a tributary of?,Hudson's Bay,"[""Hudson Bay""]",1,"musique_2hop__800166_156034_2,musique_2hop__800166_156034_10","[""Nelson River"", ""Long Spruce Generating Station""]","[2, 10]",2
2hop__742831_156034,Of which river is the river Kichi Sipi Bridge crosses a tributary?,Hudson's Bay,"[""Hudson Bay"", ""HB""]",1,"musique_2hop__742831_156034_17,musique_2hop__742831_156034_18","[""Nelson River"", ""Kichi Sipi Bridge""]","[17, 18]",2
2hop__50910_177869,Who married the publisher of abolitionist newspaper The North Star?,Helen Pitts Douglass,[],1,"musique_2hop__50910_177869_10,musique_2hop__50910_177869_19","[""Helen Pitts Douglass"", ""The North Star (anti-slavery newspaper)""]","[10, 19]",2
2hop__82270_177869,Who is the spouse of the first nominated African American presidential candidate?,Helen Pitts Douglass,[],1,"musique_2hop__82270_177869_0,musique_2hop__82270_177869_18","[""African-American candidates for President of the United States"", ""Helen Pitts Douglass""]","[0, 18]",2
2hop__76314_177869,Who was the spouse of a leading speaker against slavery and publisher of an antislavery newspaper?,Helen Pitts Douglass,[],1,"musique_2hop__76314_177869_17,musique_2hop__76314_177869_19","[""Helen Pitts Douglass"", ""The North Star (anti-slavery newspaper)""]","[17, 19]",2
2hop__401710_456439,Who is the spouse of the producer of Dolores Claiborne?,Helen Mirren,[],1,"musique_2hop__401710_456439_8,musique_2hop__401710_456439_10","[""Dolores Claiborne (film)"", ""Love Ranch""]","[8, 10]",2
2hop__613959_135844,Who is the city that AvtoVAZ's headquarters is located in named after?,Palmiro Togliatti,[],1,"musique_2hop__613959_135844_8,musique_2hop__613959_135844_17","[""Tolyatti"", ""GM-AvtoVAZ""]","[8, 17]",2
2hop__258940_135844,Who is the city where Lesnoye Sanatorium is located named after?,Palmiro Togliatti,[],1,"musique_2hop__258940_135844_7,musique_2hop__258940_135844_16","[""Tolyatti"", ""Lesnoye Sanatorium""]","[7, 16]",2
2hop__747894_135844,Whom is the birth place of Ravil Aryapov named after?,Palmiro Togliatti,[],1,"musique_2hop__747894_135844_12,musique_2hop__747894_135844_17","[""Tolyatti"", ""Ravil Aryapov""]","[12, 17]",2
2hop__16581_16525,When did the person who first brought a postal service into Umayyad lands become caliph?,661,[],1,"musique_2hop__16581_16525_0,musique_2hop__16581_16525_7","[""Umayyad Caliphate"", ""Umayyad Caliphate""]","[0, 7]",2
2hop__640262_122868,What university did the author of 1967: The Last Good Year attend?,University of British Columbia,"[""The University of British Columbia""]",1,"musique_2hop__640262_122868_0,musique_2hop__640262_122868_2","[""1967: The Last Good Year"", ""Pierre Berton""]","[0, 2]",2
2hop__632234_122868,Where did the author of The National Dream go to university?,University of British Columbia,"[""The University of British Columbia""]",1,"musique_2hop__632234_122868_11,musique_2hop__632234_122868_17","[""The National Dream (book)"", ""Pierre Berton""]","[11, 17]",2
2hop__849534_122868,What university did the author of The Secret World of Og go to?,University of British Columbia,"[""The University of British Columbia""]",1,"musique_2hop__849534_122868_10,musique_2hop__849534_122868_15","[""The Secret World of Og"", ""Pierre Berton""]","[10, 15]",2
2hop__83460_456238,This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,United States National Forest,"[""forest"", ""forests"", ""Forest"", ""National Forest""]",1,"musique_2hop__83460_456238_0,musique_2hop__83460_456238_7","[""Texian Army"", ""Sam Houston National Forest""]","[0, 7]",2
2hop__89991_58067,Who was honored with the highest award in India before becoming president?,A.P.J. Abdul Kalam,"[""A. P. J. Abdul Kalam"", ""Abdul Kalam"", ""Kalam"", ""Avul Pakir Jainulabdeen Abdul Kalam""]",1,"musique_2hop__89991_58067_16,musique_2hop__89991_58067_18","[""A. P. J. Abdul Kalam"", ""Orders, decorations, and medals of India""]","[16, 18]",2
2hop__160223_58067,Who was given India's highest civilian honor before he became President of India?,A.P.J. Abdul Kalam,"[""A. P. J. Abdul Kalam"", ""Abdul Kalam"", ""Kalam"", ""Avul Pakir Jainulabdeen Abdul Kalam""]",1,"musique_2hop__160223_58067_10,musique_2hop__160223_58067_19","[""A. P. J. Abdul Kalam"", ""A. P. J. Abdul Kalam""]","[10, 19]",2
2hop__158010_58067,Who was honoured with the highest award a citizen without military experience in India before becoming a president?,A.P.J. Abdul Kalam,"[""A. P. J. Abdul Kalam"", ""Abdul Kalam"", ""Kalam"", ""Avul Pakir Jainulabdeen Abdul Kalam""]",1,"musique_2hop__158010_58067_8,musique_2hop__158010_58067_16","[""C. V. Raman"", ""A. P. J. Abdul Kalam""]","[8, 16]",2
2hop__439614_349102,What type of animal is Xiao Liwu's mother?,panda,"[""giant panda"", ""Giant panda""]",1,"musique_2hop__439614_349102_11,musique_2hop__439614_349102_14","[""Xiao Liwu"", ""Bai Yun""]","[11, 14]",2
2hop__747758_58067,Who was honored with the award Dhondo Keshav Karve received prior to becoming president of India?,A.P.J. Abdul Kalam,"[""A. P. J. Abdul Kalam"", ""Abdul Kalam"", ""Kalam"", ""Avul Pakir Jainulabdeen Abdul Kalam""]",1,"musique_2hop__747758_58067_12,musique_2hop__747758_58067_14","[""Raghunath Dhondo Karve"", ""A. P. J. Abdul Kalam""]","[12, 14]",2
2hop__77775_162341,What recognition did the actor of Truman Capote from Capote receive?,nominated for an Academy Award for Best Supporting Actor,"[""Academy Award for Best Supporting Actor""]",1,"musique_2hop__77775_162341_10,musique_2hop__77775_162341_14","[""Capote (film)"", ""Charlie Wilson's War (film)""]","[10, 14]",2
2hop__55966_162341,What kind of recognition did the actor who played the game maker in hunger games receive?,nominated for an Academy Award for Best Supporting Actor,"[""Academy Award for Best Supporting Actor""]",1,"musique_2hop__55966_162341_2,musique_2hop__55966_162341_14","[""Philip Seymour Hoffman"", ""Charlie Wilson's War (film)""]","[2, 14]",2
2hop__43776_162341,What other recognition did the Oscar winner for Best Actor in 2006 receive?,nominated for an Academy Award for Best Supporting Actor,"[""Academy Award for Best Supporting Actor""]",1,"musique_2hop__43776_162341_5,musique_2hop__43776_162341_12","[""Charlie Wilson's War (film)"", ""78th Academy Awards""]","[5, 12]",2
2hop__703493_162341,What recognition did the Jack Goes Boating director receive?,nominated for an Academy Award for Best Supporting Actor,"[""Academy Award for Best Supporting Actor""]",1,"musique_2hop__703493_162341_1,musique_2hop__703493_162341_4","[""Charlie Wilson's War (film)"", ""Jack Goes Boating (film)""]","[1, 4]",2
2hop__153573_44085,What was the show named after the character featured in the video game Mickey's Safari in Letterland?,The Mickey Mouse Club,[],1,"musique_2hop__153573_44085_2,musique_2hop__153573_44085_14","[""The Mickey Mouse Club"", ""Mickey's Safari in Letterland""]","[2, 14]",2
2hop__153573_109006,Who developed the eponymous character from the series that contains Mickey's Safari in Letterland?,Walt Disney,"[""Ub Iwerks""]",1,"musique_2hop__153573_109006_3,musique_2hop__153573_109006_19","[""Mickey Mouse"", ""Mickey's Safari in Letterland""]","[3, 19]",2
2hop__153573_45901,Who did the original voice for the character whose series Mickey's safari in Letterland is from?,Walt Disney,[],1,"musique_2hop__153573_45901_8,musique_2hop__153573_45901_10","[""Mickey's Safari in Letterland"", ""Mickey Mouse""]","[8, 10]",2
2hop__551235_310309,Who is the child of the creator of A Distinguished Member of the Humane Society?,Edwin Landseer Lutyens,"[""Sir Edwin Landseer Lutyens"", ""Edwin Lutyens""]",1,"musique_2hop__551235_310309_7,musique_2hop__551235_310309_13","[""A Distinguished Member of the Humane Society"", ""Edwin Lutyens""]","[7, 13]",2
2hop__7046_44085,What was the old show that was named after a character that Walt Disney created in 1928 called?,The Mickey Mouse Club,[],1,"musique_2hop__7046_44085_0,musique_2hop__7046_44085_6","[""Universal Pictures"", ""The Mickey Mouse Club""]","[0, 6]",2
2hop__488811_30078,What military overran much of Erich Zakowski's place of birth?,Russian troops,[],1,"musique_2hop__488811_30078_11,musique_2hop__488811_30078_19","[""Erich Zakowski"", ""East Prussia""]","[11, 19]",2
2hop__150866_11402,"According to the agency that published U.S. and World Population Clock, what is the total area in square miles?",17.037 square miles,[],1,"musique_2hop__150866_11402_10,musique_2hop__150866_11402_15","[""U.S. and World Population Clock"", ""Atlantic City, New Jersey""]","[10, 15]",2
2hop__488811_30113,What else happened in the northern part of Erich Zakowski's birthplace in the now Russian area?,names were replaced by new Russian names,[],1,"musique_2hop__488811_30113_10,musique_2hop__488811_30113_19","[""Erich Zakowski"", ""East Prussia""]","[10, 19]",2
2hop__488811_30110,What happened to the Curonians who lived in the area where Erich Zakowski was born?,expelled by the Soviet Union,"[""the Soviet Union"", ""Soviet Union"", ""SU""]",1,"musique_2hop__488811_30110_3,musique_2hop__488811_30110_18","[""East Prussia"", ""Erich Zakowski""]","[3, 18]",2
2hop__257831_123283,Where did the producer of Julius Caesar study or work?,Clifton College,[],1,"musique_2hop__257831_123283_18,musique_2hop__257831_123283_19","[""John Houseman"", ""Julius Caesar (1953 film)""]","[18, 19]",2
2hop__40270_11402,"According to the agency that considers if Los Angeles County is to be a separate metropolitan area, what is the total area in square miles?",17.037 square miles,[],1,"musique_2hop__40270_11402_0,musique_2hop__40270_11402_10","[""Atlantic City, New Jersey"", ""Southern California""]","[0, 10]",2
2hop__847433_11402,"According to the organization that creates census county division, what is the total area in square miles?",17.037 square miles,[],1,"musique_2hop__847433_11402_2,musique_2hop__847433_11402_15","[""Atlantic City, New Jersey"", ""Census county division""]","[2, 15]",2
2hop__208602_11402,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",17.037 square miles,[],1,"musique_2hop__208602_11402_3,musique_2hop__208602_11402_9","[""Topologically Integrated Geographic Encoding and Referencing"", ""Atlantic City, New Jersey""]","[3, 9]",2
2hop__567471_123283,Where did the producer of On Dangerous Ground study or work?,Clifton College,[],1,"musique_2hop__567471_123283_2,musique_2hop__567471_123283_4","[""On Dangerous Ground"", ""John Houseman""]","[2, 4]",2
2hop__574496_123283,Where did the founder of the Acting Company study?,Clifton College,[],1,"musique_2hop__574496_123283_12,musique_2hop__574496_123283_19","[""John Houseman"", ""Edgar Lansbury (producer)""]","[12, 19]",2
2hop__8347_8311,When did the crowning of the person under whom the Chapter House was built happen?,1216,[],1,"musique_2hop__8347_8311_1,musique_2hop__8347_8311_12","[""Westminster Abbey"", ""Westminster Abbey""]","[1, 12]",2
2hop__71034_343058,Who is the spouse of the person who sang holding out for a hero in shrek 2?,Adrian Edmondson,[],1,"musique_2hop__71034_343058_10,musique_2hop__71034_343058_17","[""Mirrorball (TV pilot)"", ""Holding Out for a Hero""]","[10, 17]",2
2hop__109131_343058,Who is the spouse of the creator of Absolutely Fabulous?,Adrian Edmondson,[],1,"musique_2hop__109131_343058_2,musique_2hop__109131_343058_8","[""Mirrorball (TV pilot)"", ""Absolutely Fabulous""]","[2, 8]",2
2hop__56851_343058,Who is the spouse of the actress who played the fairy god mother in Shrek 2?,Adrian Edmondson,[],1,"musique_2hop__56851_343058_6,musique_2hop__56851_343058_8","[""Shrek 2"", ""Mirrorball (TV pilot)""]","[6, 8]",2
